State,City_Region,Suburb,Postcode,Longitude,Latitude
ACT,Snowy Monaro,Beard,2620,149.21,-35.3413
ACT,Snowy Monaro,Booth,2620,149.21,-35.3413
ACT,Snowy Monaro,Hume,2620,149.17,-35.387
ACT,Snowy Monaro,Kowen,2620,149.21,-35.3413
ACT,Snowy Monaro,Kowen Forest,2620,149.251769,-35.302744
ACT,Snowy Monaro,Oaks Estate,2620,149.229,-35.341
ACT,Snowy Monaro,Paddys River,2620,149.21,-35.3413
ACT,Snowy Monaro,Tennent,2620,149.21,-35.3413
ACT,Snowy Monaro,Tharwa,2620,149.066667,-35.516667
ACT,Snowy Monaro,Top Naas,2620,149.066783,-35.633288
ACT,Snowy Monaro,Williamsdale,2620,149.21,-35.3413
ACT,Snowy Valleys,Chapman,2611,149.04,-35.357
ACT,Snowy Valleys,Coombs,2611,149.045,-35.3189
ACT,Snowy Valleys,Coree,2611,148.708981,-35.573142
ACT,Snowy Valleys,Denman Prospect,2611,149.024,-35.3031
ACT,Snowy Valleys,Duffy,2611,149.035,-35.337
ACT,Snowy Valleys,Fisher,2611,149.057,-35.361
ACT,Snowy Valleys,Holder,2611,149.045,-35.336
ACT,Snowy Valleys,Molonglo,2611,149.0415,-35.2986
ACT,Snowy Valleys,Mount Stromlo,2611,149.010474,-35.316162
ACT,Snowy Valleys,Pierces Creek,2611,148.898703,-35.370571
ACT,Snowy Valleys,Rivett,2611,149.038,-35.348
ACT,Snowy Valleys,Stirling,2611,149.05,-35.349
ACT,Snowy Valleys,Stromlo,2611,148.708981,-35.573142
ACT,Snowy Valleys,Uriarra Forest,2611,148.891976,-35.305382
ACT,Snowy Valleys,Uriarra Village,2611,148.923,-35.297
ACT,Snowy Valleys,Waramanga,2611,149.063,-35.353
ACT,Snowy Valleys,Weston,2611,149.059,-35.338
ACT,Snowy Valleys,Weston Creek,2611,149.052525,-35.341016
ACT,Snowy Valleys,Whitlam,2611,148.708981,-35.573142
ACT,Snowy Valleys,Wright,2611,149.033,-35.317
ACT,Unincorp. Other Territories,Jervis Bay,2540,150.704872,-35.131053
ACT,Unincorp. Other Territories,Wreck Bay,2540,150.519323,-34.895649
ACT,Unincorporated ACT,Acton,2601,149.119444,-35.279444
ACT,Unincorporated ACT,Ainslie,2602,149.144167,-35.262778
ACT,Unincorporated ACT,Amaroo,2914,149.128889,-35.171389
ACT,Unincorporated ACT,Aranda,2614,149.08,-35.258333
ACT,Unincorporated ACT,Banks,2906,149.095,-35.473
ACT,Unincorporated ACT,Barton,2600,149.134444,-35.307778
ACT,Unincorporated ACT,Belconnen,2617,149.092696,-35.228161
ACT,Unincorporated ACT,Black Mountain,2601,149.114234,-35.274836
ACT,Unincorporated ACT,Bonner,2914,149.13322,-35.16413
ACT,Unincorporated ACT,Bonython,2905,149.082,-35.431
ACT,Unincorporated ACT,Braddon,2612,149.135556,-35.271944
ACT,Unincorporated ACT,Bruce,2617,149.077,-35.242
ACT,Unincorporated ACT,Calwell,2905,149.11,-35.438
ACT,Unincorporated ACT,Campbell,2612,149.141492,-35.279202
ACT,Unincorporated ACT,Canberra,2600,149.109916,-35.30757
ACT,Unincorporated ACT,Canberra,2601,149.130009,-35.280937
ACT,Unincorporated ACT,Capital Hill,2600,149.124,-35.3081
ACT,Unincorporated ACT,Casey,2913,149.096,-35.1747
ACT,Unincorporated ACT,Causeway,2604,149.150782,-35.315206
ACT,Unincorporated ACT,Charnwood,2615,149.037,-35.2
ACT,Unincorporated ACT,Chifley,2606,149.077778,-35.351111
ACT,Unincorporated ACT,Chisholm,2905,149.1225,-35.424167
ACT,Unincorporated ACT,City,2601,149.13255,-35.280406
ACT,Unincorporated ACT,Conder,2906,149.097,-35.458
ACT,Unincorporated ACT,Cook,2614,149.063889,-35.259722
ACT,Unincorporated ACT,Crace,2911,149.107046,-35.204856
ACT,Unincorporated ACT,Curtin,2605,149.077778,-35.325
ACT,Unincorporated ACT,Deakin,2600,149.107,-35.316
ACT,Unincorporated ACT,Deakin West,2600,149.097584,-35.317633
ACT,Unincorporated ACT,Dickson,2602,149.139722,-35.2525
ACT,Unincorporated ACT,Downer,2602,149.145,-35.244167
ACT,Unincorporated ACT,Dunlop,2615,149.02,-35.195556
ACT,Unincorporated ACT,Duntroon,2600,149.161688,-35.303194
ACT,Unincorporated ACT,Evatt,2617,149.067778,-35.211667
ACT,Unincorporated ACT,Fadden,2904,149.118,-35.402
ACT,Unincorporated ACT,Farrer,2607,149.105278,-35.377222
ACT,Unincorporated ACT,Florey,2615,149.049444,-35.225833
ACT,Unincorporated ACT,Flynn,2615,149.050278,-35.2025
ACT,Unincorporated ACT,Forde,2914,149.143056,-35.166389
ACT,Unincorporated ACT,Forrest,2603,149.125,-35.318056
ACT,Unincorporated ACT,Franklin,2913,149.1425,-35.2
ACT,Unincorporated ACT,Fraser,2615,149.050556,-35.1925
ACT,Unincorporated ACT,Fyshwick,2609,149.174,-35.329
ACT,Unincorporated ACT,Garran,2605,149.108,-35.342
ACT,Unincorporated ACT,Gilmore,2905,149.133,-35.421
ACT,Unincorporated ACT,Ginninderra Village,2913,149.109916,-35.178304
ACT,Unincorporated ACT,Giralang,2617,149.097222,-35.211944
ACT,Unincorporated ACT,Gordon,2906,149.085,-35.451
ACT,Unincorporated ACT,Gowrie,2904,149.11,-35.412
ACT,Unincorporated ACT,Greenway,2900,149.06687,-35.417028
ACT,Unincorporated ACT,Griffith,2603,149.137222,-35.324722
ACT,Unincorporated ACT,Gungahlin,2912,149.135751,-35.188067
ACT,Unincorporated ACT,Hackett,2602,149.162778,-35.248056
ACT,Unincorporated ACT,Hall,2618,149.061666,-35.167943
ACT,Unincorporated ACT,Harman,2600,149.200009,-35.344592
ACT,Unincorporated ACT,Harrison,2914,149.154444,-35.1975
ACT,Unincorporated ACT,Hawker,2614,149.038,-35.244
ACT,Unincorporated ACT,Higgins,2615,149.027222,-35.232222
ACT,Unincorporated ACT,Holt,2615,149.015278,-35.224167
ACT,Unincorporated ACT,Hughes,2605,149.094,-35.333
ACT,Unincorporated ACT,Isaacs,2607,149.111389,-35.3675
ACT,Unincorporated ACT,Isabella Plains,2905,149.095,-35.428
ACT,Unincorporated ACT,Jacka,2914,149.13,-35.1516
ACT,Unincorporated ACT,Kaleen,2617,149.106,-35.221
ACT,Unincorporated ACT,Kambah,2902,149.064001,-35.383968
ACT,Unincorporated ACT,Kambah Village,2902,149.064,-35.384
ACT,Unincorporated ACT,Kenny,2911,149.132505,-35.218737
ACT,Unincorporated ACT,Kingston,2604,149.144167,-35.315556
ACT,Unincorporated ACT,Kippax,2615,149.020664,-35.222759
ACT,Unincorporated ACT,Latham,2615,149.031389,-35.217222
ACT,Unincorporated ACT,Lawson,2617,149.088056,-35.225
ACT,Unincorporated ACT,Lyneham,2602,149.129167,-35.25
ACT,Unincorporated ACT,Lyons,2606,149.076,-35.342
ACT,Unincorporated ACT,Macarthur,2904,149.13,-35.405833
ACT,Unincorporated ACT,Macgregor,2615,149.015278,-35.210833
ACT,Unincorporated ACT,Macnamara,2615,149.006,-35.2139
ACT,Unincorporated ACT,Macquarie,2614,149.064722,-35.250833
ACT,Unincorporated ACT,Majura,2609,149.219032,-35.273665
ACT,Unincorporated ACT,Manuka,2603,149.133048,-35.318262
ACT,Unincorporated ACT,Mawson,2607,149.094444,-35.365
ACT,Unincorporated ACT,McKellar,2617,149.076111,-35.2175
ACT,Unincorporated ACT,Melba,2615,149.054167,-35.208333
ACT,Unincorporated ACT,Mitchell,2911,149.140833,-35.215278
ACT,Unincorporated ACT,Monash,2904,149.1,-35.417
ACT,Unincorporated ACT,Moncrieff,2914,149.114,-35.1564
ACT,Unincorporated ACT,Narrabundah,2604,149.153333,-35.3325
ACT,Unincorporated ACT,Ngunnawal,2913,149.109167,-35.175833
ACT,Unincorporated ACT,Nicholls,2913,149.092,-35.186
ACT,Unincorporated ACT,O'Connor,2602,149.132639,-35.260972
ACT,Unincorporated ACT,O'Malley,2606,149.093194,-35.351806
ACT,Unincorporated ACT,Oxley,2903,149.08,-35.406
ACT,Unincorporated ACT,O’Connor,2602,149.144167,-35.262778
ACT,Unincorporated ACT,O’Malley,2606,149.077778,-35.351111
ACT,Unincorporated ACT,Page,2614,149.049167,-35.238333
ACT,Unincorporated ACT,Palmerston,2913,149.114,-35.19457
ACT,Unincorporated ACT,Parkes,2600,149.133333,-35.3
ACT,Unincorporated ACT,Parliament House,2600,149.124392,-35.308224
ACT,Unincorporated ACT,Pearce,2607,149.085,-35.362
ACT,Unincorporated ACT,Phillip,2606,149.090278,-35.349444
ACT,Unincorporated ACT,Pialligo,2609,149.18,-35.306389
ACT,Unincorporated ACT,Red Hill,2603,149.124268,-35.333973
ACT,Unincorporated ACT,Reid,2612,149.141667,-35.283333
ACT,Unincorporated ACT,Richardson,2905,149.112786,-35.430013
ACT,Unincorporated ACT,Russell,2600,149.150278,-35.296944
ACT,Unincorporated ACT,Russell Hill,2600,149.149,-35.2966
ACT,Unincorporated ACT,Scullin,2614,149.038333,-35.234722
ACT,Unincorporated ACT,Spence,2615,149.065278,-35.198889
ACT,Unincorporated ACT,Strathnairn,2615,148.994,-35.2324
ACT,Unincorporated ACT,Swinger Hill,2606,149.090278,-35.349444
ACT,Unincorporated ACT,Symonston,2609,149.177778,-35.346389
ACT,Unincorporated ACT,Taylor,2913,149.11,-35.1783
ACT,Unincorporated ACT,Theodore,2905,149.122,-35.446
ACT,Unincorporated ACT,Throsby,2914,149.164,-35.1881
ACT,Unincorporated ACT,Torrens,2607,149.087222,-35.372778
ACT,Unincorporated ACT,Tuggeranong,2900,149.06687,-35.417028
ACT,Unincorporated ACT,Turner,2612,149.124167,-35.268611
ACT,Unincorporated ACT,Wanniassa,2903,149.097222,-35.403056
ACT,Unincorporated ACT,Watson,2602,149.153333,-35.238333
ACT,Unincorporated ACT,Weetangera,2614,149.049,-35.25
ACT,Unincorporated ACT,Woden,2606,149.089826,-35.34908
ACT,Unincorporated ACT,Yarralumla,2600,149.098098,-35.305092
NSW,Albury,Hamilton Valley,2641,146.892969,-36.025743
NSW,Albury,Lake Hume Village,3691,147.044,-36.0951
NSW,Albury,Lavington,2641,146.933,-36.05
NSW,Albury,Springdale Heights,2641,146.95,-36.033
NSW,Armidale,Bald Nob,2370,151.95976,-29.656328
NSW,Armidale,Diehard,2370,152.096924,-29.686389
NSW,Armidale,Dundee,2370,151.904558,-29.626236
NSW,Armidale,Furracabad,2370,151.677914,-29.775978
NSW,Armidale,Gibraltar Range,2370,152.288967,-29.544575
NSW,Armidale,Glen Elgin,2370,152.104577,-29.59816
NSW,Armidale,Glen Innes,2370,151.736189,-29.751838
NSW,Armidale,Kingsgate,2370,152.089275,-29.800589
NSW,Armidale,Kingsland,2370,151.483,-29.6876
NSW,Armidale,Kookabookra,2370,152.013802,-30.030518
NSW,Armidale,Lambs Valley,2370,151.808015,-29.799485
NSW,Armidale,Matheson,2370,151.572955,-29.736098
NSW,Armidale,Moggs Swamp,2370,152.063801,-29.950159
NSW,Armidale,Moogem,2370,152.247905,-29.45273
NSW,Armidale,Morven,2370,152.163764,-29.410421
NSW,Armidale,Newton Boyd,2370,152.266694,-29.811042
NSW,Armidale,Old Mill,2369,151.195674,-29.899222
NSW,Armidale,Pinkett,2370,151.976634,-29.878559
NSW,Armidale,Rangers Valley,2370,151.761983,-29.542199
NSW,Armidale,Red Range,2370,151.968432,-29.80784
NSW,Armidale,Reddestone,2370,151.670608,-29.556379
NSW,Armidale,Shannon Vale,2370,151.79509,-29.727229
NSW,Armidale,Spring Mountain,2370,151.95976,-29.656328
NSW,Armidale,Stannifer,2369,151.212794,-29.8765
NSW,Armidale,Stonehenge,2370,151.739,-29.812
NSW,Armidale,Swan Vale,2370,151.462883,-29.771248
NSW,Armidale,Tingha,2369,151.248862,-29.938966
NSW,Armidale,Wellingrove,2370,151.403424,-29.526133
NSW,Armidale,Yarrowford,2370,151.710065,-29.674509
NSW,Ballina,Back Creek,2480,153.078507,-28.712601
NSW,Ballina,Ballina,2478,153.562907,-28.837965
NSW,Ballina,Bangalow,2479,153.522467,-28.68643
NSW,Ballina,Bentley,2480,153.086146,-28.751024
NSW,Ballina,Bexhill,2480,153.35,-28.75
NSW,Ballina,Binna Burra,2479,153.492103,-28.704188
NSW,Ballina,Blakebrook,2480,153.220891,-28.765633
NSW,Ballina,Blue Knob,2480,153.191432,-28.548856
NSW,Ballina,Boat Harbour,2480,153.371197,-28.773243
NSW,Ballina,Booerie Creek,2480,153.244462,-28.78144
NSW,Ballina,Boorabee Park,2480,153.050081,-28.69141
NSW,Ballina,Booyong,2480,153.447862,-28.746219
NSW,Ballina,Broken Head,2481,153.598317,-28.726458
NSW,Ballina,Brooklet,2479,153.515,-28.73139
NSW,Ballina,Bungabbee,2480,153.138414,-28.769617
NSW,Ballina,Byron Bay,2481,153.601977,-28.647367
NSW,Ballina,Caniaba,2480,153.209107,-28.827849
NSW,Ballina,Chilcotts Grass,2480,153.341717,-28.831778
NSW,Ballina,Clovass,2480,153.166762,-28.866316
NSW,Ballina,Clunes,2480,153.4,-28.733333
NSW,Ballina,Coffee Camp,2480,153.220891,-28.646902
NSW,Ballina,Coolgardie,2478,153.459658,-28.916122
NSW,Ballina,Coopers Shoot,2479,153.562907,-28.697413
NSW,Ballina,Coorabell,2479,153.492103,-28.639308
NSW,Ballina,Corndale,2480,153.362352,-28.709268
NSW,Ballina,Cumbalum,2478,153.52694,-28.82722
NSW,Ballina,Dorroughby,2480,153.359404,-28.657326
NSW,Ballina,Dungarubba,2480,153.374145,-28.992414
NSW,Ballina,Dunoon,2480,153.316667,-28.683333
NSW,Ballina,East Ballina,2478,153.586513,-28.85373
NSW,Ballina,East Lismore,2480,153.288664,-28.825909
NSW,Ballina,Eltham,2480,153.409526,-28.762442
NSW,Ballina,Empire Vale,2478,153.52306,-28.91667
NSW,Ballina,Eureka,2480,153.433116,-28.69178
NSW,Ballina,Ewingsdale,2481,153.551105,-28.630035
NSW,Ballina,Federal,2480,153.457,-28.6535
NSW,Ballina,Fernleigh,2479,153.492103,-28.769043
NSW,Ballina,Fernside,2480,153.170841,-28.788112
NSW,Ballina,Georgica,2480,153.161976,-28.645173
NSW,Ballina,Girards Hill,2480,153.278349,-28.816972
NSW,Ballina,Goolmangar,2480,153.247408,-28.730803
NSW,Ballina,Goonellabah,2480,153.316667,-28.816667
NSW,Ballina,Gundurimba,2480,153.258,-28.8736
NSW,Ballina,Hayters Hill,2481,153.584,-28.6774
NSW,Ballina,Howards Grass,2480,153.306347,-28.791892
NSW,Ballina,Jiggi,2480,153.18554,-28.704153
NSW,Ballina,Keerrong,2480,153.268035,-28.710894
NSW,Ballina,Keith Hall,2478,153.539303,-28.887027
NSW,Ballina,Kinvara,2478,153.529,-28.7776
NSW,Ballina,Knockrow,2479,153.539303,-28.757345
NSW,Ballina,Koonorigan,2480,153.220891,-28.700881
NSW,Ballina,Lagoon Grass,2480,153.318136,-28.794393
NSW,Ballina,Larnook,2480,153.120745,-28.663366
NSW,Ballina,Lennox Head,2478,153.583333,-28.8
NSW,Ballina,Leycester,2480,153.18554,-28.779677
NSW,Ballina,Lillian Rock,2480,153.161976,-28.537203
NSW,Ballina,Lindendale,2480,153.374145,-28.830554
NSW,Ballina,Lismore,2480,153.288288,-28.809315
NSW,Ballina,Lismore Heights,2480,153.300452,-28.801434
NSW,Ballina,Loftville,2480,153.259195,-28.835825
NSW,Ballina,Marom Creek,2480,153.356456,-28.929328
NSW,Ballina,McKees Hill,2480,153.191432,-28.872601
NSW,Ballina,McLeans Ridges,2480,153.385938,-28.78986
NSW,Ballina,McLeods Shoot,2479,153.554055,-28.654995
NSW,Ballina,Missingham,2480,153.341,-28.6717
NSW,Ballina,Modanville,2480,153.301111,-28.715278
NSW,Ballina,Monaltrie,2480,153.285716,-28.84956
NSW,Ballina,Mountain Top,2480,153.179668,-28.614788
NSW,Ballina,Myocum,2481,153.503902,-28.598515
NSW,Ballina,Nashua,2479,153.46695,-28.72715
NSW,Ballina,Newrybar,2479,153.52944,-28.72056
NSW,Ballina,Nightcap,2480,153.287876,-28.545267
NSW,Ballina,Nimbin,2480,153.223056,-28.595833
NSW,Ballina,North Lismore,2480,153.279822,-28.788958
NSW,Ballina,Numulgi,2480,153.326979,-28.723388
NSW,Ballina,Patchs Beach,2478,153.506852,-28.947684
NSW,Ballina,Pimlico,2478,153.478399,-28.909924
NSW,Ballina,Pimlico Island,2478,153.494386,-28.917419
NSW,Ballina,Possum Creek,2479,153.492103,-28.682564
NSW,Ballina,Repentance Creek,2480,153.406577,-28.634848
NSW,Ballina,Richmond Hill,2480,153.341717,-28.788597
NSW,Ballina,Rock Valley,2480,153.167867,-28.738151
NSW,Ballina,Rosebank,2480,153.397732,-28.673516
NSW,Ballina,Ruthven,2480,153.268035,-28.926689
NSW,Ballina,Skennars Head,2478,153.60528,-28.82639
NSW,Ballina,Skinners Shoot,2481,153.584722,-28.665278
NSW,Ballina,South Ballina,2478,153.562907,-28.881189
NSW,Ballina,South Gundurimba,2480,153.238569,-28.882664
NSW,Ballina,South Lismore,2480,153.256248,-28.816318
NSW,Ballina,St Helena,2479,153.563,-28.661
NSW,Ballina,Steve Kings Plains,2480,149.319,-33.4997
NSW,Ballina,Stony Chute,2480,153.167867,-28.58705
NSW,Ballina,Suffolk Park,2481,153.607389,-28.687767
NSW,Ballina,Talofa,2481,153.559956,-28.672457
NSW,Ballina,Terania Creek,2480,153.296842,-28.61653
NSW,Ballina,Teven,2478,153.5,-28.816667
NSW,Ballina,The Channon,2480,153.283333,-28.666667
NSW,Ballina,Tintenbar,2478,153.516667,-28.8
NSW,Ballina,Tregeagle,2480,153.350561,-28.857938
NSW,Ballina,Tucki Tucki,2480,153.315189,-28.925948
NSW,Ballina,Tuckurimba,2480,153.326979,-28.950028
NSW,Ballina,Tullera,2480,153.291611,-28.748284
NSW,Ballina,Tuncester,2480,153.232676,-28.800511
NSW,Ballina,Tuntable Creek,2480,153.262142,-28.628654
NSW,Ballina,Tuntable Falls,2480,153.245,-28.5941
NSW,Ballina,Tyagarah,2481,153.552776,-28.606599
NSW,Ballina,Upper Coopers Creek,2480,153.401,-28.6012
NSW,Ballina,West Ballina,2478,153.53326,-28.864617
NSW,Ballina,Whian Whian,2480,153.31432,-28.647078
NSW,Ballina,Woodlawn,2480,153.312241,-28.766155
NSW,Ballina,Wyrallah,2480,153.3,-28.9
NSW,Bayside (NSW),Allawah,2218,151.1167,-33.9749
NSW,Bayside (NSW),Arncliffe,2205,151.147812,-33.93915
NSW,Bayside (NSW),Banksia,2216,151.14806,-33.94776
NSW,Bayside (NSW),Banksmeadow,2019,151.20699,-33.95731
NSW,Bayside (NSW),Bardwell Park,2207,151.12541,-33.93539
NSW,Bayside (NSW),Bardwell Valley,2207,151.133,-33.937
NSW,Bayside (NSW),Bexley,2207,151.12269,-33.952532
NSW,Bayside (NSW),Bexley North,2207,151.1114,-33.9418
NSW,Bayside (NSW),Bexley South,2207,151.12269,-33.952532
NSW,Bayside (NSW),Botany,2019,151.197317,-33.946927
NSW,Bayside (NSW),Brighton Le Sands,2216,151.152,-33.9591
NSW,Bayside (NSW),Brighton-Le-Sands,2216,151.152059,-33.959087
NSW,Bayside (NSW),Carlton,2218,151.124606,-33.96853
NSW,Bayside (NSW),Chifley,2036,151.24,-33.969
NSW,Bayside (NSW),Daceyville,2032,151.22349,-33.92793
NSW,Bayside (NSW),Eastgardens,2036,151.225,-33.946
NSW,Bayside (NSW),Eastlakes,2018,151.20733,-33.92199
NSW,Bayside (NSW),Hillsdale,2036,151.22875,-33.95493
NSW,Bayside (NSW),Kingsford,2032,151.22765,-33.92457
NSW,Bayside (NSW),Kingsgrove,2208,151.099545,-33.937936
NSW,Bayside (NSW),Kingsway West,2208,151.092,-33.9511
NSW,Bayside (NSW),Kyeemagh,2216,151.15711,-33.94829
NSW,Bayside (NSW),La Perouse,2036,151.232,-33.9888
NSW,Bayside (NSW),Little Bay,2036,151.24301,-33.98054
NSW,Bayside (NSW),Malabar,2036,151.2487,-33.9656
NSW,Bayside (NSW),Maroubra,2035,151.2437,-33.9495
NSW,Bayside (NSW),Maroubra South,2035,151.2437,-33.9495
NSW,Bayside (NSW),Matraville,2036,151.2315,-33.9613
NSW,Bayside (NSW),Pagewood,2035,151.215452,-33.940644
NSW,Bayside (NSW),Phillip Bay,2036,151.232102,-33.978135
NSW,Bayside (NSW),Port Botany,2036,151.218,-33.976
NSW,Bayside (NSW),Rockdale,2216,151.137557,-33.952908
NSW,Bayside (NSW),Rosebery,2018,151.201678,-33.922192
NSW,Bayside (NSW),Turrella,2205,151.14079,-33.93297
NSW,Bayside (NSW),Wolli Creek,2205,151.153428,-33.929981
NSW,Bega Valley,Ando,2631,149.294246,-36.733395
NSW,Bega Valley,Arable,2630,148.991936,-36.386983
NSW,Bega Valley,Badja,2630,149.538013,-36.070351
NSW,Bega Valley,Bald Hills,2549,149.846843,-36.915122
NSW,Bega Valley,Berrambool,2548,149.908925,-36.879778
NSW,Bega Valley,Bibbenluke,2632,149.359697,-36.798906
NSW,Bega Valley,Billilingra,2630,149.144621,-36.023545
NSW,Bega Valley,Binjura,2630,149.109916,-36.177462
NSW,Bega Valley,Bobundara,2630,148.922102,-36.478581
NSW,Bega Valley,Bocci,2631,149.334,-36.5504
NSW,Bega Valley,Boco,2631,149.155844,-36.607201
NSW,Bega Valley,Bombala,2632,149.242324,-36.911523
NSW,Bega Valley,Bondi Forest,2632,149.212761,-37.153015
NSW,Bega Valley,Bournda,2548,149.9,-36.8314
NSW,Bega Valley,Broadwater,2549,149.890153,-36.973682
NSW,Bega Valley,Buckenderra,2630,148.765602,-36.181606
NSW,Bega Valley,Bukalong,2632,149.211143,-36.801423
NSW,Bega Valley,Bungarby,2630,149.006805,-36.698378
NSW,Bega Valley,Bunyan,2630,149.138634,-36.162339
NSW,Bega Valley,Cambalong,2632,149.142139,-36.925165
NSW,Bega Valley,Carlaminda,2630,149.294465,-36.262477
NSW,Bega Valley,Cathcart,2632,149.420818,-36.841491
NSW,Bega Valley,Chakola,2630,149.199643,-36.0584
NSW,Bega Valley,Coolringdon,2630,149.011651,-36.237211
NSW,Bega Valley,Coolumbooka,2632,149.291303,-36.939787
NSW,Bega Valley,Cooma,2630,149.129788,-36.226866
NSW,Bega Valley,Cooma North,2630,149.129848,-36.217547
NSW,Bega Valley,Coonerang,2630,149.196,-36.315
NSW,Bega Valley,Countegany,2630,149.475507,-36.157033
NSW,Bega Valley,Craigie,2632,149.059409,-37.092514
NSW,Bega Valley,Creewah,2631,149.378384,-36.753319
NSW,Bega Valley,Dairymans Plains,2630,149.074339,-36.223711
NSW,Bega Valley,Dangelong,2630,149.23214,-36.294722
NSW,Bega Valley,Dry Plain,2630,148.931735,-36.129884
NSW,Bega Valley,Frying Pan,2630,148.836742,-36.154088
NSW,Bega Valley,Glen Allen,2631,149.340106,-36.679197
NSW,Bega Valley,Glen Fergus,2630,149.262146,-36.194042
NSW,Bega Valley,Greenlands,2631,149.409498,-36.522182
NSW,Bega Valley,Greigs Flat,2549,149.86804,-36.970319
NSW,Bega Valley,Gunningrah,2632,149.150103,-36.74036
NSW,Bega Valley,Holts Flat,2631,149.271143,-36.612841
NSW,Bega Valley,Ironmungy,2630,148.944235,-36.592277
NSW,Bega Valley,Jerangle,2630,149.326344,-35.934891
NSW,Bega Valley,Jimcumbilly,2631,149.334,-36.5504
NSW,Bega Valley,Jimenbuen,2630,148.804802,-36.688094
NSW,Bega Valley,Jincumbilly,2631,149.229,-36.7068
NSW,Bega Valley,Kybeyan,2631,149.425682,-36.400647
NSW,Bega Valley,Lochiel,2549,149.812562,-36.962259
NSW,Bega Valley,Long Plain,2630,148.581,-35.6619
NSW,Bega Valley,Lords Hill,2632,149.218042,-36.931005
NSW,Bega Valley,Maffra,2630,148.95519,-36.582283
NSW,Bega Valley,Merimbula,2548,149.905875,-36.887548
NSW,Bega Valley,Merriangaah,2632,149.02037,-36.844201
NSW,Bega Valley,Middle Flat,2630,149.179897,-36.253612
NSW,Bega Valley,Middlingbank,2630,148.85939,-36.229368
NSW,Bega Valley,Mila,2632,149.083671,-36.991947
NSW,Bega Valley,Millingandi,2549,149.852617,-36.882463
NSW,Bega Valley,Mirador,2548,149.919,-36.8789
NSW,Bega Valley,Mount Cooper,2631,149.203499,-36.652639
NSW,Bega Valley,Mount Darragh,2632,149.519942,-36.8374
NSW,Bega Valley,Murrumbucca,2630,149.02886,-36.09962
NSW,Bega Valley,Myalla,2630,149.117658,-36.443252
NSW,Bega Valley,Nethercote,2549,149.821843,-37.0342
NSW,Bega Valley,Nimmitabel,2631,149.284327,-36.512298
NSW,Bega Valley,Nimmo,2630,148.635,-36.1601
NSW,Bega Valley,Numeralla,2630,149.353406,-36.170875
NSW,Bega Valley,Nungatta,2632,149.418,-37.2029
NSW,Bega Valley,Paddys Flat,2632,149.335891,-37.037561
NSW,Bega Valley,Palarang,2632,149.117366,-36.828525
NSW,Bega Valley,Pambula,2549,149.883333,-36.916667
NSW,Bega Valley,Pambula Beach,2549,149.9,-36.933333
NSW,Bega Valley,Peak View,2630,149.40662,-36.021931
NSW,Bega Valley,Pine Valley,2630,149.061132,-36.249526
NSW,Bega Valley,Polo Flat,2630,149.152977,-36.231513
NSW,Bega Valley,Quidong,2632,148.982483,-36.958249
NSW,Bega Valley,Rhine Falls,2630,148.904511,-36.182234
NSW,Bega Valley,Rock Flat,2630,149.152672,-36.31755
NSW,Bega Valley,Rockton,2632,149.311876,-37.163205
NSW,Bega Valley,Rose Valley,2630,149.291481,-36.135296
NSW,Bega Valley,Rosemeath,2632,149.2747,-36.942467
NSW,Bega Valley,Shannons Flat,2630,148.982975,-36.020079
NSW,Bega Valley,South Pambula,2549,149.843956,-36.946123
NSW,Bega Valley,Springfield,2630,149.124627,-36.540092
NSW,Bega Valley,Steeple Flat,2631,149.30776,-36.603926
NSW,Bega Valley,The Brothers,2630,149.133239,-36.317065
NSW,Bega Valley,Tura Beach,2548,149.925,-36.85
NSW,Bega Valley,Tuross,2630,149.492501,-36.303098
NSW,Bega Valley,Wambrook,2630,148.966848,-36.153465
NSW,Bega Valley,Winifred,2631,149.376415,-36.474802
NSW,Bega Valley,Yellow Pinch,2548,149.8371,-36.86069
NSW,Bellingen,Argents Hill,2449,152.800566,-30.615856
NSW,Bellingen,Bowraville,2449,152.85,-30.633333
NSW,Bellingen,Buckra Bendinni,2449,152.80515,-30.634394
NSW,Bellingen,Girralong,2449,152.664806,-30.576482
NSW,Bellingen,Hyland Park,2448,152.995627,-30.612623
NSW,Bellingen,Kennaicle Creek,2449,152.808825,-30.529525
NSW,Bellingen,Killiekrankie,2449,152.561,-30.568
NSW,Bellingen,Missabotti,2449,152.821914,-30.582116
NSW,Bellingen,Nambucca Heads,2448,152.997883,-30.64197
NSW,Bellingen,South Arm,2449,152.788639,-30.672865
NSW,Bellingen,Tarkeeth,2455,152.924,-30.494
NSW,Bellingen,Tewinga,2449,152.90294,-30.64641
NSW,Bellingen,Urunga,2455,152.979441,-30.519826
NSW,Bellingen,Valla,2448,152.983333,-30.6
NSW,Bellingen,Valla Beach,2448,153.007748,-30.589246
NSW,Bellingen,Viewmont,2448,152.876,-30.6165
NSW,Berrigan,Balldale,2646,146.51786,-35.843527
NSW,Berrigan,Barooga,3644,145.694246,-35.905081
NSW,Berrigan,Bull Plain,2646,146.117339,-35.83905
NSW,Berrigan,Buraja,2646,146.368196,-35.861308
NSW,Berrigan,Coads Tank,2646,146.286911,-35.696758
NSW,Berrigan,Collendina,2646,146.220644,-36.024082
NSW,Berrigan,Coreen,2646,146.346409,-35.750773
NSW,Berrigan,Corowa,2646,146.383333,-35.983333
